id,created_at,url,text,derogatory_name_calling,violent_rhetoric,angry_rhetoric,positive_rhetoric,dehumanization,hyperbole,divisive_labeling,call_for_unity,call_for_legal_action,targets_negative,targets_positive,who_is_praised,who_is_criticized,legal_action_details,why,ner_entities,attacks_media,attacks_courts,attacks_political_opponents,opponents_list
108222013152768428,2022-04-30 16:41:10.731,https://truthsocial.com/@realDonaldTrump/108222013152768428,RT @DevinNunesWhat a beautiful day to wake up to see our TRUTH family growing! 🙏Today is a great day to invite all your friends and family to join TRUTH. ❤️PLEASE RT to spread the word🚀,False,False,False,True,False,False,False,True,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""TRUTH"", ""label"": ""WORK_OF_ART""}, {""text"": ""Today"", ""label"": ""DATE""}]",0,1,0,
108222044038417451,2022-04-30 16:49:02.006,https://truthsocial.com/@realDonaldTrump/108222044038417451,"At Trump International, Palm Beach with the Great Jason Aldean and @Kash Patel.",False,False,False,True,False,False,False,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Trump International"", ""label"": ""ORG""}, {""text"": ""Palm Beach"", ""label"": ""GPE""}, {""text"": ""Jason Aldean"", ""label"": ""PERSON""}, {""text"": ""@Kash Patel"", ""label"": ""PERSON""}]",0,0,0,
108222044038417451,2022-04-30 16:49:02.006,https://truthsocial.com/@realDonaldTrump/108222044038417451,"At Trump International, Palm Beach with the Great Jason Aldean and @Kash Patel.",False,False,False,True,False,False,False,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Trump International"", ""label"": ""ORG""}, {""text"": ""Palm Beach"", ""label"": ""GPE""}, {""text"": ""Jason Aldean"", ""label"": ""PERSON""}, {""text"": ""@Kash Patel"", ""label"": ""PERSON""}]",0,0,0,
108222864536355965,2022-04-30 20:17:41.824,https://truthsocial.com/@realDonaldTrump/108222864536355965,"Just revealed that the Biden administration, on top of all of the other horrible things happening to our Country, will be putting a longtime political operative in charge of censoring Free Speech. They don’t go after Facebook, Instagram, China’s TikTok, or any of the others that are so unhinged, corrupt, or Radical Left. Our Fake News Media refuses to cover the facts as our Country spirals into Hell!",False,False,True,False,False,False,True,False,True,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Biden"", ""label"": ""PERSON""}, {""text"": ""Facebook"", ""label"": ""ORG""}, {""text"": ""Instagram"", ""label"": ""ORG""}, {""text"": ""China"", ""label"": ""GPE""}, {""text"": ""TikTok"", ""label"": ""ORG""}]",1,1,1,biden
108222864536355965,2022-04-30 20:17:41.824,https://truthsocial.com/@realDonaldTrump/108222864536355965,"Just revealed that the Biden administration, on top of all of the other horrible things happening to our Country, will be putting a longtime political operative in charge of censoring Free Speech. They don’t go after Facebook, Instagram, China’s TikTok, or any of the others that are so unhinged, corrupt, or Radical Left. Our Fake News Media refuses to cover the facts as our Country spirals into Hell!",False,False,True,False,False,False,True,False,True,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Biden"", ""label"": ""PERSON""}, {""text"": ""Facebook"", ""label"": ""ORG""}, {""text"": ""Instagram"", ""label"": ""ORG""}, {""text"": ""China"", ""label"": ""GPE""}, {""text"": ""TikTok"", ""label"": ""ORG""}]",1,1,1,biden
108223895620843432,2022-05-01 00:39:54.927,https://truthsocial.com/@realDonaldTrump/108223895620843432,"The great Witkoff wedding tonight at Mar-a-Lago. Sooo beautiful, incredible couple!",False,False,False,True,False,False,False,True,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Witkoff"", ""label"": ""PERSON""}, {""text"": ""tonight"", ""label"": ""TIME""}, {""text"": ""Mar-a-Lago"", ""label"": ""ORG""}]",0,1,0,
108223895620843432,2022-05-01 00:39:54.927,https://truthsocial.com/@realDonaldTrump/108223895620843432,"The great Witkoff wedding tonight at Mar-a-Lago. Sooo beautiful, incredible couple!",False,False,False,True,False,False,False,True,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Witkoff"", ""label"": ""PERSON""}, {""text"": ""tonight"", ""label"": ""TIME""}, {""text"": ""Mar-a-Lago"", ""label"": ""ORG""}]",0,1,0,
108223907695521836,2022-05-01 00:42:59.167,https://truthsocial.com/@realDonaldTrump/108223907695521836,"Truth continues to be NUMBER ONE, by a lot. The Fake News is going CRAZY!",False,False,False,True,False,False,True,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""ONE"", ""label"": ""CARDINAL""}]",1,0,0,
108223907695521836,2022-05-01 00:42:59.167,https://truthsocial.com/@realDonaldTrump/108223907695521836,"Truth continues to be NUMBER ONE, by a lot. The Fake News is going CRAZY!",False,False,False,True,False,False,True,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""ONE"", ""label"": ""CARDINAL""}]",1,0,0,
108226786402175393,2022-05-01 12:55:04.762,https://truthsocial.com/@realDonaldTrump/108226786402175393,"The Democrats are the Party of Disinformation. The Russia, Russia, Russia Scam, Impeachment Hoax # 1, Impeachment Hoax # 2, the Fake Dossier, and so much more, everything is a LIE - But their biggest LIE, by far, is the results of the Presidential Election. They know it, and so does everyone else!",False,False,True,False,True,False,True,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Democrats"", ""label"": ""NORP""}, {""text"": ""Russia"", ""label"": ""GPE""}, {""text"": ""Russia"", ""label"": ""GPE""}, {""text"": ""Russia"", ""label"": ""GPE""}, {""text"": ""# 1"", ""label"": ""CARDINAL""}, {""text"": ""# 2"", ""label"": ""CARDINAL""}, {""text"": ""the Presidential Election"", ""label"": ""EVENT""}]",0,0,0,
108226786402175393,2022-05-01 12:55:04.762,https://truthsocial.com/@realDonaldTrump/108226786402175393,"The Democrats are the Party of Disinformation. The Russia, Russia, Russia Scam, Impeachment Hoax # 1, Impeachment Hoax # 2, the Fake Dossier, and so much more, everything is a LIE - But their biggest LIE, by far, is the results of the Presidential Election. They know it, and so does everyone else!",False,False,True,False,True,False,True,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Democrats"", ""label"": ""NORP""}, {""text"": ""Russia"", ""label"": ""GPE""}, {""text"": ""Russia"", ""label"": ""GPE""}, {""text"": ""Russia"", ""label"": ""GPE""}, {""text"": ""# 1"", ""label"": ""CARDINAL""}, {""text"": ""# 2"", ""label"": ""CARDINAL""}, {""text"": ""the Presidential Election"", ""label"": ""EVENT""}]",0,0,0,
108227870570476054,2022-05-01 17:30:47.862,https://truthsocial.com/@realDonaldTrump/108227870570476054,"Join me tonight in Nebraska—LIVE at 6:00PM EDT on @RSBN, @Newsmax, @OAN, @RealAmericasVoice, and Donald J. Trump @Rumble, among others. Big crowd! https://rumble.com/v12rlxv-live-president-donald-j.-trump-in-greenwood-ne.html?id=truth",False,False,False,False,False,False,True,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""tonight"", ""label"": ""TIME""}, {""text"": ""Nebraska"", ""label"": ""GPE""}, {""text"": ""6:00PM EDT"", ""label"": ""TIME""}, {""text"": ""@RSBN"", ""label"": ""ORG""}, {""text"": ""@Newsmax"", ""label"": ""ORG""}, {""text"": ""@OAN"", ""label"": ""ORG""}, {""text"": ""@RealAmericasVoice"", ""label"": ""WORK_OF_ART""}, {""text"": ""Donald J. Trump"", ""label"": ""PERSON""}, {""text"": ""@Rumble"", ""label"": ""WORK_OF_ART""}]",1,0,0,
108227870570476054,2022-05-01 17:30:47.862,https://truthsocial.com/@realDonaldTrump/108227870570476054,"Join me tonight in Nebraska—LIVE at 6:00PM EDT on @RSBN, @Newsmax, @OAN, @RealAmericasVoice, and Donald J. Trump @Rumble, among others. Big crowd! https://rumble.com/v12rlxv-live-president-donald-j.-trump-in-greenwood-ne.html?id=truth",False,False,False,False,False,False,True,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""tonight"", ""label"": ""TIME""}, {""text"": ""Nebraska"", ""label"": ""GPE""}, {""text"": ""6:00PM EDT"", ""label"": ""TIME""}, {""text"": ""@RSBN"", ""label"": ""ORG""}, {""text"": ""@Newsmax"", ""label"": ""ORG""}, {""text"": ""@OAN"", ""label"": ""ORG""}, {""text"": ""@RealAmericasVoice"", ""label"": ""WORK_OF_ART""}, {""text"": ""Donald J. Trump"", ""label"": ""PERSON""}, {""text"": ""@Rumble"", ""label"": ""WORK_OF_ART""}]",1,0,0,
108229610518342758,2022-05-02 00:53:17.362,https://truthsocial.com/@realDonaldTrump/108229610518342758,"RT @RSBNMASSIVE turnout for @realDonaldTrump in Greenwood, NE! 💥RT 🚨",False,False,False,True,False,False,False,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Greenwood"", ""label"": ""GPE""}, {""text"": ""NE"", ""label"": ""GPE""}]",0,0,0,
108229610518342758,2022-05-02 00:53:17.362,https://truthsocial.com/@realDonaldTrump/108229610518342758,"RT @RSBNMASSIVE turnout for @realDonaldTrump in Greenwood, NE! 💥RT 🚨",False,False,False,True,False,False,False,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Greenwood"", ""label"": ""GPE""}, {""text"": ""NE"", ""label"": ""GPE""}]",0,0,0,
108229626843484243,2022-05-02 00:57:26.464,https://truthsocial.com/@realDonaldTrump/108229626843484243,"RT @RSBNPresident Trump calls on Joe Biden to take a cognitive test ""once and for all"" and ""release the results for the world to see""",True,False,True,False,False,True,True,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Trump"", ""label"": ""PERSON""}, {""text"": ""Joe Biden"", ""label"": ""PERSON""}]",0,0,1,joe biden
108229626843484243,2022-05-02 00:57:26.464,https://truthsocial.com/@realDonaldTrump/108229626843484243,"RT @RSBNPresident Trump calls on Joe Biden to take a cognitive test ""once and for all"" and ""release the results for the world to see""",True,False,True,False,False,True,True,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Trump"", ""label"": ""PERSON""}, {""text"": ""Joe Biden"", ""label"": ""PERSON""}]",0,0,1,joe biden
108229719600732174,2022-05-02 01:21:01.828,https://truthsocial.com/@realDonaldTrump/108229719600732174,"Great evening in NEBRASKA, thank you!",False,False,False,True,False,False,False,True,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""evening"", ""label"": ""TIME""}, {""text"": ""NEBRASKA"", ""label"": ""GPE""}]",0,0,0,
108229719600732174,2022-05-02 01:21:01.828,https://truthsocial.com/@realDonaldTrump/108229719600732174,"Great evening in NEBRASKA, thank you!",False,False,False,True,False,False,False,True,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""evening"", ""label"": ""TIME""}, {""text"": ""NEBRASKA"", ""label"": ""GPE""}]",0,0,0,
108237661590383004,2022-05-03 11:00:47.010,https://truthsocial.com/@realDonaldTrump/108237661590383004,"The Witch Hunt continues, this time in Fulton County, Georgia, considered one of the most corrupt areas anywhere in the Country, where a “Special” get Trump Grand Jury has been convened to discuss a “PERFECT” phone call that was made by me, as President, directly from the White House, with many lawyers and other people knowingly on the call, and with my assumption that the call was being recorded. As President I am the Chief Law Enforcement Officer of the U.S. The Election was Rigged and Stolen!",False,False,True,False,False,False,True,False,True,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Fulton County"", ""label"": ""GPE""}, {""text"": ""Georgia"", ""label"": ""GPE""}, {""text"": ""the White House"", ""label"": ""ORG""}, {""text"": ""U.S."", ""label"": ""GPE""}]",0,1,0,
108237661590383004,2022-05-03 11:00:47.010,https://truthsocial.com/@realDonaldTrump/108237661590383004,"The Witch Hunt continues, this time in Fulton County, Georgia, considered one of the most corrupt areas anywhere in the Country, where a “Special” get Trump Grand Jury has been convened to discuss a “PERFECT” phone call that was made by me, as President, directly from the White House, with many lawyers and other people knowingly on the call, and with my assumption that the call was being recorded. As President I am the Chief Law Enforcement Officer of the U.S. The Election was Rigged and Stolen!",False,False,True,False,False,False,True,False,True,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Fulton County"", ""label"": ""GPE""}, {""text"": ""Georgia"", ""label"": ""GPE""}, {""text"": ""the White House"", ""label"": ""ORG""}, {""text"": ""U.S."", ""label"": ""GPE""}]",0,1,0,
108238421818001947,2022-05-03 14:14:07.168,https://truthsocial.com/@realDonaldTrump/108238421818001947,Big day in the Great State of Ohio! Vote for J.D.Vance - He will bring it home in the General Election with far more surety than any of the other candidates!,False,False,False,True,False,False,False,True,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Ohio"", ""label"": ""GPE""}, {""text"": ""J.D.Vance"", ""label"": ""PERSON""}, {""text"": ""the General Election"", ""label"": ""EVENT""}]",0,1,0,
108238421818001947,2022-05-03 14:14:07.168,https://truthsocial.com/@realDonaldTrump/108238421818001947,Big day in the Great State of Ohio! Vote for J.D.Vance - He will bring it home in the General Election with far more surety than any of the other candidates!,False,False,False,True,False,False,False,True,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Ohio"", ""label"": ""GPE""}, {""text"": ""J.D.Vance"", ""label"": ""PERSON""}, {""text"": ""the General Election"", ""label"": ""EVENT""}]",0,1,0,
108241621699548084,2022-05-04 03:47:53.302,https://truthsocial.com/@realDonaldTrump/108241621699548084,22 &amp; 0 in Ohio and Indiana! Congratulations to all of our great Republican WINNERS!,False,False,False,True,False,False,False,True,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""22"", ""label"": ""CARDINAL""}, {""text"": ""0"", ""label"": ""CARDINAL""}, {""text"": ""Ohio"", ""label"": ""GPE""}, {""text"": ""Indiana"", ""label"": ""GPE""}, {""text"": ""Republican"", ""label"": ""NORP""}]",0,0,0,
108241621699548084,2022-05-04 03:47:53.302,https://truthsocial.com/@realDonaldTrump/108241621699548084,22 &amp; 0 in Ohio and Indiana! Congratulations to all of our great Republican WINNERS!,False,False,False,True,False,False,False,True,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""22"", ""label"": ""CARDINAL""}, {""text"": ""0"", ""label"": ""CARDINAL""}, {""text"": ""Ohio"", ""label"": ""GPE""}, {""text"": ""Indiana"", ""label"": ""GPE""}, {""text"": ""Republican"", ""label"": ""NORP""}]",0,0,0,
108243822427218386,2022-05-04 13:07:33.740,https://truthsocial.com/@realDonaldTrump/108243822427218386,Yesterday was brilliant for the Republican Party!,False,False,False,True,False,False,False,True,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Yesterday"", ""label"": ""DATE""}, {""text"": ""the Republican Party"", ""label"": ""ORG""}]",0,1,0,
108243822427218386,2022-05-04 13:07:33.740,https://truthsocial.com/@realDonaldTrump/108243822427218386,Yesterday was brilliant for the Republican Party!,False,False,False,True,False,False,False,True,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Yesterday"", ""label"": ""DATE""}, {""text"": ""the Republican Party"", ""label"": ""ORG""}]",0,1,0,
108245405230557999,2022-05-04 19:50:05.402,https://truthsocial.com/@realDonaldTrump/108245405230557999,“2000 Mules” is a major hit — everybody wants tickets!,False,False,False,True,False,False,False,False,True,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""2000 Mules"", ""label"": ""WORK_OF_ART""}]",0,0,0,
108245405230557999,2022-05-04 19:50:05.402,https://truthsocial.com/@realDonaldTrump/108245405230557999,“2000 Mules” is a major hit — everybody wants tickets!,False,False,False,True,False,False,False,False,True,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""2000 Mules"", ""label"": ""WORK_OF_ART""}]",0,0,0,
108245409792660074,2022-05-04 19:51:15.011,https://truthsocial.com/@realDonaldTrump/108245409792660074,RT @jsolomonreportsBiden says ‘MAGA crowd’ is ‘most extreme political organization’ in recent U.S. history … just hours after liberal pro-abortion activists in LA hurl rocks and bottles at cops and injure an officer.  Geesh! | Just The News https://justthenews.com/government/white-house/biden-calls-maga-crowd-most-extreme-political-organization-recent-us-history,True,True,True,False,True,True,True,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""U.S."", ""label"": ""GPE""}, {""text"": ""just hours"", ""label"": ""TIME""}, {""text"": ""LA"", ""label"": ""GPE""}]",0,1,0,
108245409792660074,2022-05-04 19:51:15.011,https://truthsocial.com/@realDonaldTrump/108245409792660074,RT @jsolomonreportsBiden says ‘MAGA crowd’ is ‘most extreme political organization’ in recent U.S. history … just hours after liberal pro-abortion activists in LA hurl rocks and bottles at cops and injure an officer.  Geesh! | Just The News https://justthenews.com/government/white-house/biden-calls-maga-crowd-most-extreme-political-organization-recent-us-history,True,True,True,False,True,True,True,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""U.S."", ""label"": ""GPE""}, {""text"": ""just hours"", ""label"": ""TIME""}, {""text"": ""LA"", ""label"": ""GPE""}]",0,1,0,
108245429919908321,2022-05-04 19:56:22.128,https://truthsocial.com/@realDonaldTrump/108245429919908321,"“Sweep: All 22 Trump-Backed Candidates Win Primaries in Ohio, Indiana” https://www.breitbart.com/politics/2022/05/03/22-trump-backed-candidates-win-primaries-ohio-indiana/",False,False,False,True,False,False,True,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""22"", ""label"": ""CARDINAL""}, {""text"": ""Trump"", ""label"": ""PERSON""}, {""text"": ""Ohio"", ""label"": ""GPE""}, {""text"": ""Indiana"", ""label"": ""GPE""}]",0,1,0,
108245429919908321,2022-05-04 19:56:22.128,https://truthsocial.com/@realDonaldTrump/108245429919908321,"“Sweep: All 22 Trump-Backed Candidates Win Primaries in Ohio, Indiana” https://www.breitbart.com/politics/2022/05/03/22-trump-backed-candidates-win-primaries-ohio-indiana/",False,False,False,True,False,False,True,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""22"", ""label"": ""CARDINAL""}, {""text"": ""Trump"", ""label"": ""PERSON""}, {""text"": ""Ohio"", ""label"": ""GPE""}, {""text"": ""Indiana"", ""label"": ""GPE""}]",0,1,0,
108250221632303429,2022-05-05 16:14:57.869,https://truthsocial.com/@realDonaldTrump/108250221632303429,"The just out movie, “2000 Mules,” shows conclusively that the 2020 Presidential Election was Rigged and Stolen. It is a brilliant movie that will go down as one of the most consequential of all time. SEE IT NOW!",False,False,True,False,False,False,True,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""2000 Mules"", ""label"": ""WORK_OF_ART""}, {""text"": ""2020"", ""label"": ""DATE""}]",0,0,0,
108250221632303429,2022-05-05 16:14:57.869,https://truthsocial.com/@realDonaldTrump/108250221632303429,"The just out movie, “2000 Mules,” shows conclusively that the 2020 Presidential Election was Rigged and Stolen. It is a brilliant movie that will go down as one of the most consequential of all time. SEE IT NOW!",False,False,True,False,False,False,True,False,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""2000 Mules"", ""label"": ""WORK_OF_ART""}, {""text"": ""2020"", ""label"": ""DATE""}]",0,0,0,
108254985594084019,2022-05-06 12:26:30.153,https://truthsocial.com/@realDonaldTrump/108254985594084019,I will be in Pennsylvania tonight to do a Rally for Dr. Oz. Very big crowd expected. See you there!,False,False,False,True,False,False,True,True,False,[],[],[],[],,LLM error: 404 Client Error: Not Found for url: http://localhost:11434/api/chat; falling back to triage.,"[{""text"": ""Pennsylvania"", ""label"": ""GPE""}, {""text"": ""tonight"", ""label"": ""TIME""}, {""text"": ""a Rally for Dr. Oz"", ""label"": ""EVENT""}]",0,0,0,
